lucode,code,nlud_simple_class,nlud_simple_subclass,simple_nlud,nlcd,nlcd_lulc,nlcd_colors,tree,tree_canopy_cover,tree_colors,urban_nature,search_radius_m
2087,140123,Natural park,,140,12,Perennial Ice/Snow,#D1DDF9,3,high,#31a354,1,2230
2088,140210,Natural park,,140,21,"Developed, Open Space",#DDC9C9,0,none,#ffffff,0,2230
2089,140211,Natural park,,140,21,"Developed, Open Space",#DDC9C9,1,low,#e5f5e0,0,2230
2090,140212,Natural park,,140,21,"Developed, Open Space",#DDC9C9,2,medium,#a1d99b,0,2230
2091,140213,Natural park,,140,21,"Developed, Open Space",#DDC9C9,3,high,#31a354,1,2230
2092,140220,Natural park,,140,22,"Developed, Low Intensity",#D89382,0,none,#ffffff,0,2230
2093,140221,Natural park,,140,22,"Developed, Low Intensity",#D89382,1,low,#e5f5e0,0,2230
2094,140222,Natural park,,140,22,"Developed, Low Intensity",#D89382,2,medium,#a1d99b,0,2230
2095,140223,Natural park,,140,22,"Developed, Low Intensity",#D89382,3,high,#31a354,1,2230
2096,140230,Natural park,,140,23,"Developed, Medium Intensity",#ED0000,0,none,#ffffff,0,2230
2097,140231,Natural park,,140,23,"Developed, Medium Intensity",#ED0000,1,low,#e5f5e0,0,2230
2098,140232,Natural park,,140,23,"Developed, Medium Intensity",#ED0000,2,medium,#a1d99b,0,2230
2099,140233,Natural park,,140,23,"Developed, Medium Intensity",#ED0000,3,high,#31a354,1,2230
2100,140240,Natural park,,140,24,"Developed, High Intensity",#AA0000,0,none,#ffffff,0,2230
2101,140241,Natural park,,140,24,"Developed, High Intensity",#AA0000,1,low,#e5f5e0,0,2230
2102,140242,Natural park,,140,24,"Developed, High Intensity",#AA0000,2,medium,#a1d99b,0,2230
2103,140243,Natural park,,140,24,"Developed, High Intensity",#AA0000,3,high,#31a354,1,2230
2104,140310,Natural park,,140,31,Barren Land (Rock/Sand/Clay),#B2ADA3,0,none,#ffffff,0,2230
2105,140311,Natural park,,140,31,Barren Land (Rock/Sand/Clay),#B2ADA3,1,low,#e5f5e0,0,2230
2106,140312,Natural park,,140,31,Barren Land (Rock/Sand/Clay),#B2ADA3,2,medium,#a1d99b,0,2230
2107,140313,Natural park,,140,31,Barren Land (Rock/Sand/Clay),#B2ADA3,3,high,#31a354,1,2230
2108,140410,Natural park,,140,41,Deciduous Forest,#68AA63,0,none,#ffffff,1,2230
2109,140411,Natural park,,140,41,Deciduous Forest,#68AA63,1,low,#e5f5e0,1,2230
2110,140412,Natural park,,140,41,Deciduous Forest,#68AA63,2,medium,#a1d99b,1,2230
2111,140413,Natural park,,140,41,Deciduous Forest,#68AA63,3,high,#31a354,1,2230
2112,140420,Natural park,,140,42,Evergreen Forest,#1C6330,0,none,#ffffff,1,2230
2113,140421,Natural park,,140,42,Evergreen Forest,#1C6330,1,low,#e5f5e0,1,2230
2114,140422,Natural park,,140,42,Evergreen Forest,#1C6330,2,medium,#a1d99b,1,2230
2115,140423,Natural park,,140,42,Evergreen Forest,#1C6330,3,high,#31a354,1,2230
2116,140430,Natural park,,140,43,Mixed Forest,#B5C98E,0,none,#ffffff,1,2230
2117,140431,Natural park,,140,43,Mixed Forest,#B5C98E,1,low,#e5f5e0,1,2230
2118,140432,Natural park,,140,43,Mixed Forest,#B5C98E,2,medium,#a1d99b,1,2230
2119,140433,Natural park,,140,43,Mixed Forest,#B5C98E,3,high,#31a354,1,2230
2120,140510,Natural park,,140,51,Dwarf Scrub,#A58C30,0,none,#ffffff,0,
2121,140511,Natural park,,140,51,Dwarf Scrub,#A58C30,1,low,#e5f5e0,0,
2122,140512,Natural park,,140,51,Dwarf Scrub,#A58C30,2,medium,#a1d99b,0,
2123,140513,Natural park,,140,51,Dwarf Scrub,#A58C30,3,high,#31a354,1,
2124,140520,Natural park,,140,52,Scrub/Shrub,#CCBA7C,0,none,#ffffff,1,2230
2125,140521,Natural park,,140,52,Scrub/Shrub,#CCBA7C,1,low,#e5f5e0,1,2230
2126,140522,Natural park,,140,52,Scrub/Shrub,#CCBA7C,2,medium,#a1d99b,1,2230
2127,140523,Natural park,,140,52,Scrub/Shrub,#CCBA7C,3,high,#31a354,1,2230
2128,140710,Natural park,,140,71,Grassland/Herbaceous,#E2E2C1,0,none,#ffffff,1,2230
2129,140711,Natural park,,140,71,Grassland/Herbaceous,#E2E2C1,1,low,#e5f5e0,1,2230
2130,140712,Natural park,,140,71,Grassland/Herbaceous,#E2E2C1,2,medium,#a1d99b,1,2230
2131,140713,Natural park,,140,71,Grassland/Herbaceous,#E2E2C1,3,high,#31a354,1,2230
2132,140720,Natural park,,140,72,Sedge/Herbaceuous,#C9C977,0,none,#ffffff,0,
2133,140721,Natural park,,140,72,Sedge/Herbaceuous,#C9C977,1,low,#e5f5e0,0,
2134,140722,Natural park,,140,72,Sedge/Herbaceuous,#C9C977,2,medium,#a1d99b,0,
2135,140723,Natural park,,140,72,Sedge/Herbaceuous,#C9C977,3,high,#31a354,1,
2136,140730,Natural park,,140,73,Lichens,#99C147,0,none,#ffffff,0,
2137,140731,Natural park,,140,73,Lichens,#99C147,1,low,#e5f5e0,0,
2138,140732,Natural park,,140,73,Lichens,#99C147,2,medium,#a1d99b,0,
2139,140733,Natural park,,140,73,Lichens,#99C147,3,high,#31a354,1,
2140,140740,Natural park,,140,74,Moss,#77AD93,0,none,#ffffff,0,
2141,140741,Natural park,,140,74,Moss,#77AD93,1,low,#e5f5e0,0,
2142,140742,Natural park,,140,74,Moss,#77AD93,2,medium,#a1d99b,0,
2143,140743,Natural park,,140,74,Moss,#77AD93,3,high,#31a354,1,
2144,140810,Natural park,,140,81,Pasture/Hay,#DBD83D,0,none,#ffffff,0,2230
2145,140811,Natural park,,140,81,Pasture/Hay,#DBD83D,1,low,#e5f5e0,0,2230
2146,140812,Natural park,,140,81,Pasture/Hay,#DBD83D,2,medium,#a1d99b,0,2230
2147,140813,Natural park,,140,81,Pasture/Hay,#DBD83D,3,high,#31a354,1,2230
2148,140820,Natural park,,140,82,Cultivated Crops,#AA7028,0,none,#ffffff,0,2230
2149,140821,Natural park,,140,82,Cultivated Crops,#AA7028,1,low,#e5f5e0,0,2230
2150,140822,Natural park,,140,82,Cultivated Crops,#AA7028,2,medium,#a1d99b,0,2230
2151,140823,Natural park,,140,82,Cultivated Crops,#AA7028,3,high,#31a354,1,2230
2152,140900,Natural park,,140,90,Woody Wetlands,#BAD8EA,0,none,#ffffff,1,2230
2153,140901,Natural park,,140,90,Woody Wetlands,#BAD8EA,1,low,#e5f5e0,1,2230
2154,140902,Natural park,,140,90,Woody Wetlands,#BAD8EA,2,medium,#a1d99b,1,2230
2155,140903,Natural park,,140,90,Woody Wetlands,#BAD8EA,3,high,#31a354,1,2230
2156,140950,Natural park,,140,95,Emergent Herbaceous Wetlands,#70A3BA,0,none,#ffffff,1,2230
2157,140951,Natural park,,140,95,Emergent Herbaceous Wetlands,#70A3BA,1,low,#e5f5e0,1,2230
2158,140952,Natural park,,140,95,Emergent Herbaceous Wetlands,#70A3BA,2,medium,#a1d99b,1,2230
2159,140953,Natural park,,140,95,Emergent Herbaceous Wetlands,#70A3BA,3,high,#31a354,1,2230
2160,151110,Conservation,Public,151,11,Open Water,#476BA0,0,none,#ffffff,0,2230
2161,151111,Conservation,Public,151,11,Open Water,#476BA0,1,low,#e5f5e0,0,2230
2162,151112,Conservation,Public,151,11,Open Water,#476BA0,2,medium,#a1d99b,0,2230
2163,151113,Conservation,Public,151,11,Open Water,#476BA0,3,high,#31a354,1,2230
2164,151120,Conservation,Public,151,12,Perennial Ice/Snow,#D1DDF9,0,none,#ffffff,0,2230
2165,151121,Conservation,Public,151,12,Perennial Ice/Snow,#D1DDF9,1,low,#e5f5e0,0,2230
2166,151122,Conservation,Public,151,12,Perennial Ice/Snow,#D1DDF9,2,medium,#a1d99b,0,2230
2167,151123,Conservation,Public,151,12,Perennial Ice/Snow,#D1DDF9,3,high,#31a354,1,2230
2168,151210,Conservation,Public,151,21,"Developed, Open Space",#DDC9C9,0,none,#ffffff,0,2230
2169,151211,Conservation,Public,151,21,"Developed, Open Space",#DDC9C9,1,low,#e5f5e0,0,2230
2170,151212,Conservation,Public,151,21,"Developed, Open Space",#DDC9C9,2,medium,#a1d99b,0,2230
2171,151213,Conservation,Public,151,21,"Developed, Open Space",#DDC9C9,3,high,#31a354,1,2230
2172,151220,Conservation,Public,151,22,"Developed, Low Intensity",#D89382,0,none,#ffffff,0,2230
2173,151221,Conservation,Public,151,22,"Developed, Low Intensity",#D89382,1,low,#e5f5e0,0,2230
2174,151222,Conservation,Public,151,22,"Developed, Low Intensity",#D89382,2,medium,#a1d99b,0,2230
2175,151223,Conservation,Public,151,22,"Developed, Low Intensity",#D89382,3,high,#31a354,1,2230
2176,151230,Conservation,Public,151,23,"Developed, Medium Intensity",#ED0000,0,none,#ffffff,0,2230
2177,151231,Conservation,Public,151,23,"Developed, Medium Intensity",#ED0000,1,low,#e5f5e0,0,2230
2178,151232,Conservation,Public,151,23,"Developed, Medium Intensity",#ED0000,2,medium,#a1d99b,0,2230
2179,151233,Conservation,Public,151,23,"Developed, Medium Intensity",#ED0000,3,high,#31a354,1,2230
2180,151240,Conservation,Public,151,24,"Developed, High Intensity",#AA0000,0,none,#ffffff,0,2230
2181,151241,Conservation,Public,151,24,"Developed, High Intensity",#AA0000,1,low,#e5f5e0,0,2230
2182,151242,Conservation,Public,151,24,"Developed, High Intensity",#AA0000,2,medium,#a1d99b,0,2230
2183,151243,Conservation,Public,151,24,"Developed, High Intensity",#AA0000,3,high,#31a354,1,2230
2184,151310,Conservation,Public,151,31,Barren Land (Rock/Sand/Clay),#B2ADA3,0,none,#ffffff,0,2230
2185,151311,Conservation,Public,151,31,Barren Land (Rock/Sand/Clay),#B2ADA3,1,low,#e5f5e0,0,2230
2186,151312,Conservation,Public,151,31,Barren Land (Rock/Sand/Clay),#B2ADA3,2,medium,#a1d99b,0,2230
2187,151313,Conservation,Public,151,31,Barren Land (Rock/Sand/Clay),#B2ADA3,3,high,#31a354,1,2230
2188,151410,Conservation,Public,151,41,Deciduous Forest,#68AA63,0,none,#ffffff,1,2230
2189,151411,Conservation,Public,151,41,Deciduous Forest,#68AA63,1,low,#e5f5e0,1,2230
2190,151412,Conservation,Public,151,41,Deciduous Forest,#68AA63,2,medium,#a1d99b,1,2230
2191,151413,Conservation,Public,151,41,Deciduous Forest,#68AA63,3,high,#31a354,1,2230
2192,151420,Conservation,Public,151,42,Evergreen Forest,#1C6330,0,none,#ffffff,1,2230
2193,151421,Conservation,Public,151,42,Evergreen Forest,#1C6330,1,low,#e5f5e0,1,2230
2194,151422,Conservation,Public,151,42,Evergreen Forest,#1C6330,2,medium,#a1d99b,1,2230
2195,151423,Conservation,Public,151,42,Evergreen Forest,#1C6330,3,high,#31a354,1,2230
2196,151430,Conservation,Public,151,43,Mixed Forest,#B5C98E,0,none,#ffffff,1,2230
2197,151431,Conservation,Public,151,43,Mixed Forest,#B5C98E,1,low,#e5f5e0,1,2230
2198,151432,Conservation,Public,151,43,Mixed Forest,#B5C98E,2,medium,#a1d99b,1,2230
2199,151433,Conservation,Public,151,43,Mixed Forest,#B5C98E,3,high,#31a354,1,2230
2200,151510,Conservation,Public,151,51,Dwarf Scrub,#A58C30,0,none,#ffffff,0,
2201,151511,Conservation,Public,151,51,Dwarf Scrub,#A58C30,1,low,#e5f5e0,0,
2202,151512,Conservation,Public,151,51,Dwarf Scrub,#A58C30,2,medium,#a1d99b,0,
2203,151513,Conservation,Public,151,51,Dwarf Scrub,#A58C30,3,high,#31a354,1,
2204,151520,Conservation,Public,151,52,Scrub/Shrub,#CCBA7C,0,none,#ffffff,1,2230
2205,151521,Conservation,Public,151,52,Scrub/Shrub,#CCBA7C,1,low,#e5f5e0,1,2230
2206,151522,Conservation,Public,151,52,Scrub/Shrub,#CCBA7C,2,medium,#a1d99b,1,2230
2207,151523,Conservation,Public,151,52,Scrub/Shrub,#CCBA7C,3,high,#31a354,1,2230
2208,151710,Conservation,Public,151,71,Grassland/Herbaceous,#E2E2C1,0,none,#ffffff,1,2230
2209,151711,Conservation,Public,151,71,Grassland/Herbaceous,#E2E2C1,1,low,#e5f5e0,1,2230
2210,151712,Conservation,Public,151,71,Grassland/Herbaceous,#E2E2C1,2,medium,#a1d99b,1,2230
2211,151713,Conservation,Public,151,71,Grassland/Herbaceous,#E2E2C1,3,high,#31a354,1,2230
2212,151720,Conservation,Public,151,72,Sedge/Herbaceuous,#C9C977,0,none,#ffffff,0,
2213,151721,Conservation,Public,151,72,Sedge/Herbaceuous,#C9C977,1,low,#e5f5e0,0,
2214,151722,Conservation,Public,151,72,Sedge/Herbaceuous,#C9C977,2,medium,#a1d99b,0,
2215,151723,Conservation,Public,151,72,Sedge/Herbaceuous,#C9C977,3,high,#31a354,1,
2216,151730,Conservation,Public,151,73,Lichens,#99C147,0,none,#ffffff,0,
2217,151731,Conservation,Public,151,73,Lichens,#99C147,1,low,#e5f5e0,0,
2218,151732,Conservation,Public,151,73,Lichens,#99C147,2,medium,#a1d99b,0,
2219,151733,Conservation,Public,151,73,Lichens,#99C147,3,high,#31a354,1,
2220,151740,Conservation,Public,151,74,Moss,#77AD93,0,none,#ffffff,0,
2221,151741,Conservation,Public,151,74,Moss,#77AD93,1,low,#e5f5e0,0,
2222,151742,Conservation,Public,151,74,Moss,#77AD93,2,medium,#a1d99b,0,
2223,151743,Conservation,Public,151,74,Moss,#77AD93,3,high,#31a354,1,
2224,151810,Conservation,Public,151,81,Pasture/Hay,#DBD83D,0,none,#ffffff,0,2230
2225,151811,Conservation,Public,151,81,Pasture/Hay,#DBD83D,1,low,#e5f5e0,0,2230
2226,151812,Conservation,Public,151,81,Pasture/Hay,#DBD83D,2,medium,#a1d99b,0,2230
2227,151813,Conservation,Public,151,81,Pasture/Hay,#DBD83D,3,high,#31a354,1,2230
2228,151820,Conservation,Public,151,82,Cultivated Crops,#AA7028,0,none,#ffffff,0,2230
2229,151821,Conservation,Public,151,82,Cultivated Crops,#AA7028,1,low,#e5f5e0,0,2230
2230,151822,Conservation,Public,151,82,Cultivated Crops,#AA7028,2,medium,#a1d99b,0,2230
2231,151823,Conservation,Public,151,82,Cultivated Crops,#AA7028,3,high,#31a354,1,2230
2232,151900,Conservation,Public,151,90,Woody Wetlands,#BAD8EA,0,none,#ffffff,1,2230
2233,151901,Conservation,Public,151,90,Woody Wetlands,#BAD8EA,1,low,#e5f5e0,1,2230
2234,151902,Conservation,Public,151,90,Woody Wetlands,#BAD8EA,2,medium,#a1d99b,1,2230
2235,151903,Conservation,Public,151,90,Woody Wetlands,#BAD8EA,3,high,#31a354,1,2230
2236,151950,Conservation,Public,151,95,Emergent Herbaceous Wetlands,#70A3BA,0,none,#ffffff,1,2230
2237,151951,Conservation,Public,151,95,Emergent Herbaceous Wetlands,#70A3BA,1,low,#e5f5e0,1,2230
2238,151952,Conservation,Public,151,95,Emergent Herbaceous Wetlands,#70A3BA,2,medium,#a1d99b,1,2230
2239,151953,Conservation,Public,151,95,Emergent Herbaceous Wetlands,#70A3BA,3,high,#31a354,1,2230
2240,152110,Conservation,Public-limited access,152,11,Open Water,#476BA0,0,none,#ffffff,0,2230
2241,152111,Conservation,Public-limited access,152,11,Open Water,#476BA0,1,low,#e5f5e0,0,2230
2242,152112,Conservation,Public-limited access,152,11,Open Water,#476BA0,2,medium,#a1d99b,0,2230
2243,152113,Conservation,Public-limited access,152,11,Open Water,#476BA0,3,high,#31a354,1,2230
2244,152120,Conservation,Public-limited access,152,12,Perennial Ice/Snow,#D1DDF9,0,none,#ffffff,0,2230
2245,152121,Conservation,Public-limited access,152,12,Perennial Ice/Snow,#D1DDF9,1,low,#e5f5e0,0,2230
2246,152122,Conservation,Public-limited access,152,12,Perennial Ice/Snow,#D1DDF9,2,medium,#a1d99b,0,2230
2247,152123,Conservation,Public-limited access,152,12,Perennial Ice/Snow,#D1DDF9,3,high,#31a354,1,2230
2248,152210,Conservation,Public-limited access,152,21,"Developed, Open Space",#DDC9C9,0,none,#ffffff,0,2230
2249,152211,Conservation,Public-limited access,152,21,"Developed, Open Space",#DDC9C9,1,low,#e5f5e0,0,2230
2250,152212,Conservation,Public-limited access,152,21,"Developed, Open Space",#DDC9C9,2,medium,#a1d99b,0,2230
2251,152213,Conservation,Public-limited access,152,21,"Developed, Open Space",#DDC9C9,3,high,#31a354,1,2230
2252,152220,Conservation,Public-limited access,152,22,"Developed, Low Intensity",#D89382,0,none,#ffffff,0,2230
2253,152221,Conservation,Public-limited access,152,22,"Developed, Low Intensity",#D89382,1,low,#e5f5e0,0,2230
2254,152222,Conservation,Public-limited access,152,22,"Developed, Low Intensity",#D89382,2,medium,#a1d99b,0,2230
2255,152223,Conservation,Public-limited access,152,22,"Developed, Low Intensity",#D89382,3,high,#31a354,1,2230
2256,152230,Conservation,Public-limited access,152,23,"Developed, Medium Intensity",#ED0000,0,none,#ffffff,0,2230
2257,152231,Conservation,Public-limited access,152,23,"Developed, Medium Intensity",#ED0000,1,low,#e5f5e0,0,2230
2258,152232,Conservation,Public-limited access,152,23,"Developed, Medium Intensity",#ED0000,2,medium,#a1d99b,0,2230
2259,152233,Conservation,Public-limited access,152,23,"Developed, Medium Intensity",#ED0000,3,high,#31a354,1,2230
2260,152240,Conservation,Public-limited access,152,24,"Developed, High Intensity",#AA0000,0,none,#ffffff,0,2230
2261,152241,Conservation,Public-limited access,152,24,"Developed, High Intensity",#AA0000,1,low,#e5f5e0,0,2230
2262,152242,Conservation,Public-limited access,152,24,"Developed, High Intensity",#AA0000,2,medium,#a1d99b,0,2230
2263,152243,Conservation,Public-limited access,152,24,"Developed, High Intensity",#AA0000,3,high,#31a354,1,2230
2264,152310,Conservation,Public-limited access,152,31,Barren Land (Rock/Sand/Clay),#B2ADA3,0,none,#ffffff,0,2230
2265,152311,Conservation,Public-limited access,152,31,Barren Land (Rock/Sand/Clay),#B2ADA3,1,low,#e5f5e0,0,2230
2266,152312,Conservation,Public-limited access,152,31,Barren Land (Rock/Sand/Clay),#B2ADA3,2,medium,#a1d99b,0,2230
2267,152313,Conservation,Public-limited access,152,31,Barren Land (Rock/Sand/Clay),#B2ADA3,3,high,#31a354,1,2230
2268,152410,Conservation,Public-limited access,152,41,Deciduous Forest,#68AA63,0,none,#ffffff,1,2230
2269,152411,Conservation,Public-limited access,152,41,Deciduous Forest,#68AA63,1,low,#e5f5e0,1,2230
2270,152412,Conservation,Public-limited access,152,41,Deciduous Forest,#68AA63,2,medium,#a1d99b,1,2230
2271,152413,Conservation,Public-limited access,152,41,Deciduous Forest,#68AA63,3,high,#31a354,1,2230
2272,152420,Conservation,Public-limited access,152,42,Evergreen Forest,#1C6330,0,none,#ffffff,1,2230
2273,152421,Conservation,Public-limited access,152,42,Evergreen Forest,#1C6330,1,low,#e5f5e0,1,2230
2274,152422,Conservation,Public-limited access,152,42,Evergreen Forest,#1C6330,2,medium,#a1d99b,1,2230
2275,152423,Conservation,Public-limited access,152,42,Evergreen Forest,#1C6330,3,high,#31a354,1,2230
2276,152430,Conservation,Public-limited access,152,43,Mixed Forest,#B5C98E,0,none,#ffffff,1,2230
2277,152431,Conservation,Public-limited access,152,43,Mixed Forest,#B5C98E,1,low,#e5f5e0,1,2230
2278,152432,Conservation,Public-limited access,152,43,Mixed Forest,#B5C98E,2,medium,#a1d99b,1,2230
2279,152433,Conservation,Public-limited access,152,43,Mixed Forest,#B5C98E,3,high,#31a354,1,2230
2280,152510,Conservation,Public-limited access,152,51,Dwarf Scrub,#A58C30,0,none,#ffffff,0,
2281,152511,Conservation,Public-limited access,152,51,Dwarf Scrub,#A58C30,1,low,#e5f5e0,0,
2282,152512,Conservation,Public-limited access,152,51,Dwarf Scrub,#A58C30,2,medium,#a1d99b,0,
2283,152513,Conservation,Public-limited access,152,51,Dwarf Scrub,#A58C30,3,high,#31a354,1,
2284,152520,Conservation,Public-limited access,152,52,Scrub/Shrub,#CCBA7C,0,none,#ffffff,1,2230
2285,152521,Conservation,Public-limited access,152,52,Scrub/Shrub,#CCBA7C,1,low,#e5f5e0,1,2230
2286,152522,Conservation,Public-limited access,152,52,Scrub/Shrub,#CCBA7C,2,medium,#a1d99b,1,2230
2287,152523,Conservation,Public-limited access,152,52,Scrub/Shrub,#CCBA7C,3,high,#31a354,1,2230
2288,152710,Conservation,Public-limited access,152,71,Grassland/Herbaceous,#E2E2C1,0,none,#ffffff,1,2230
2289,152711,Conservation,Public-limited access,152,71,Grassland/Herbaceous,#E2E2C1,1,low,#e5f5e0,1,2230
2290,152712,Conservation,Public-limited access,152,71,Grassland/Herbaceous,#E2E2C1,2,medium,#a1d99b,1,2230
2291,152713,Conservation,Public-limited access,152,71,Grassland/Herbaceous,#E2E2C1,3,high,#31a354,1,2230
2292,152720,Conservation,Public-limited access,152,72,Sedge/Herbaceuous,#C9C977,0,none,#ffffff,0,
2293,152721,Conservation,Public-limited access,152,72,Sedge/Herbaceuous,#C9C977,1,low,#e5f5e0,0,
2294,152722,Conservation,Public-limited access,152,72,Sedge/Herbaceuous,#C9C977,2,medium,#a1d99b,0,
2295,152723,Conservation,Public-limited access,152,72,Sedge/Herbaceuous,#C9C977,3,high,#31a354,1,
2296,152730,Conservation,Public-limited access,152,73,Lichens,#99C147,0,none,#ffffff,0,
2297,152731,Conservation,Public-limited access,152,73,Lichens,#99C147,1,low,#e5f5e0,0,
2298,152732,Conservation,Public-limited access,152,73,Lichens,#99C147,2,medium,#a1d99b,0,
2299,152733,Conservation,Public-limited access,152,73,Lichens,#99C147,3,high,#31a354,1,
2300,152740,Conservation,Public-limited access,152,74,Moss,#77AD93,0,none,#ffffff,0,
2301,152741,Conservation,Public-limited access,152,74,Moss,#77AD93,1,low,#e5f5e0,0,
2302,152742,Conservation,Public-limited access,152,74,Moss,#77AD93,2,medium,#a1d99b,0,
2303,152743,Conservation,Public-limited access,152,74,Moss,#77AD93,3,high,#31a354,1,
2304,152810,Conservation,Public-limited access,152,81,Pasture/Hay,#DBD83D,0,none,#ffffff,0,2230
2305,152811,Conservation,Public-limited access,152,81,Pasture/Hay,#DBD83D,1,low,#e5f5e0,0,2230
2306,152812,Conservation,Public-limited access,152,81,Pasture/Hay,#DBD83D,2,medium,#a1d99b,0,2230
2307,152813,Conservation,Public-limited access,152,81,Pasture/Hay,#DBD83D,3,high,#31a354,1,2230
2308,152820,Conservation,Public-limited access,152,82,Cultivated Crops,#AA7028,0,none,#ffffff,0,2230
2309,152821,Conservation,Public-limited access,152,82,Cultivated Crops,#AA7028,1,low,#e5f5e0,0,2230
2310,152822,Conservation,Public-limited access,152,82,Cultivated Crops,#AA7028,2,medium,#a1d99b,0,2230
2311,152823,Conservation,Public-limited access,152,82,Cultivated Crops,#AA7028,3,high,#31a354,1,2230
2312,152900,Conservation,Public-limited access,152,90,Woody Wetlands,#BAD8EA,0,none,#ffffff,1,2230
2313,152901,Conservation,Public-limited access,152,90,Woody Wetlands,#BAD8EA,1,low,#e5f5e0,1,2230
2314,152902,Conservation,Public-limited access,152,90,Woody Wetlands,#BAD8EA,2,medium,#a1d99b,1,2230
2315,152903,Conservation,Public-limited access,152,90,Woody Wetlands,#BAD8EA,3,high,#31a354,1,2230
